name,latitude,longitude,google_id,attributes,popular_times
Escola Thau Barcelona,41.38764005512567,2.10528876791072,ChIJ0RoQUFOYpBIRHCi0OWdS2VE,"[""establishment"", ""point_of_interest"", ""school""]",
Mercat de la Barcelona,41.38024616800817,2.18928120267198,ChIJAaUaAKqjpBIRXRe69JoXgUg,"[""establishment"", ""point_of_interest""]",
Mercat del Ninot,41.38785716567697,2.1544122344047523,ChIJH8JkmoWipBIRBLR_rpCvNjw,"[""establishment"", ""point_of_interest"", ""tourist_attraction""]",
Finca Agustí Pedro i Pons (UB),41.40660960989669,2.1141838297013127,ChIJG-9nRDeYpBIRh8YMk6azj6E,"[""establishment"", ""point_of_interest""]",
Facultat de Dret de la Universitat de Barcelona,41.38723971871468,2.1210972500110508,ChIJb-emoV6YpBIRxbBKF5iiHLk,"[""establishment"", ""point_of_interest"", ""university""]",
Museum of Natural Sciences of Barcelona,41.41081133082032,2.220499449653222,ChIJZSW6S-eYpBIRpJ1QG2znF9E,"[""establishment"", ""museum"", ""point_of_interest""]",
BODY SCAN SPORT,41.36537462912623,2.146913285556539,ChIJk5dQyXWipBIR6RxpK6PNLGo,"[""establishment"", ""health"", ""point_of_interest""]",
Jardines de pedralbes,41.38654937434819,2.1184352989192647,ChIJzWtJFFqYpBIRImg7ywMsoNE,"[""establishment"", ""park"", ""point_of_interest"", ""tourist_attraction""]",
Tomasa Cuevas Cívic Centre,41.38481868130682,2.128341678987052,ChIJ3QeM4mCYpBIRd0enQVmhVLc,"[""establishment"", ""point_of_interest""]",
Platja de la Mar Bella,41.39857924467329,2.2123276980931683,ChIJVdPs-2ijpBIRut8R8zb6omY,"[""establishment"", ""natural_feature""]",
Parc de l'Espanya Industrial,41.37653564822331,2.139874006322372,ChIJG_VbN4GYpBIRwEJRH-H6AA8,"[""establishment"", ""park"", ""point_of_interest"", ""tourist_attraction""]",
Clot Municipal Market,41.40761694241932,2.188644372365021,ChIJ6XKHhSajpBIRFX_StQ29piM,"[""establishment"", ""point_of_interest""]",
Mercat del Poblenou,41.40102174848232,2.205429196399153,ChIJofSmEECjpBIReAV216RnKhs,"[""establishment"", ""point_of_interest""]",
